location,n_forecasts,actual_mean,actual_std,model_median_mean,mean_bias_applied,date_range
Alabama,9,27.333333333333332,16.918103387266026,26.766649514956786,0.0,2025-10-04 to 2025-11-29
Alaska,9,2.4444444444444446,2.9481109247603556,4.265879793384667,0.0,2025-10-04 to 2025-11-29
Arizona,9,24.0,14.974051630144135,30.359157500562162,0.0,2025-10-04 to 2025-11-29
Arkansas,9,20.77777777777778,24.625090085690957,35.05182575885908,0.0,2025-10-04 to 2025-11-29
California,9,147.44444444444446,44.60221995250189,139.9283961948034,0.0,2025-10-04 to 2025-11-29
Colorado,9,63.44444444444444,69.5622999925025,65.39964615471857,0.0,2025-10-04 to 2025-11-29
Connecticut,9,20.0,21.097656531262214,31.038565242225577,0.0,2025-10-04 to 2025-11-29
Delaware,9,4.0,3.0550504633038935,4.0250131591872735,0.0,2025-10-04 to 2025-11-29
District of Columbia,9,6.888888888888889,6.740333728045822,6.464925801723646,0.0,2025-10-04 to 2025-11-29
Florida,9,389.8888888888889,215.38721949314368,398.55653572080405,0.0,2025-10-04 to 2025-11-29
Georgia,9,66.0,48.93079012464669,67.25578449502868,0.0,2025-10-04 to 2025-11-29
Hawaii,9,17.555555555555557,14.538157541152112,27.153217655048724,0.0,2025-10-04 to 2025-11-29
Idaho,9,15.0,11.51810169544733,18.525783850171045,0.0,2025-10-04 to 2025-11-29
Illinois,9,60.666666666666664,49.118903353664834,63.94048433516054,0.0,2025-10-04 to 2025-11-29
Indiana,9,41.22222222222222,30.61509350985693,41.72043757833933,0.0,2025-10-04 to 2025-11-29
Iowa,9,7.555555555555555,6.396372428721891,9.965127864609443,0.0,2025-10-04 to 2025-11-29
Kansas,9,10.555555555555555,4.245549594342844,11.452926692772955,0.0,2025-10-04 to 2025-11-29
Kentucky,9,24.444444444444443,11.016261829284833,23.381236129056234,0.0,2025-10-04 to 2025-11-29
Louisiana,9,85.33333333333333,43.98231968012197,71.61336611940224,0.0,2025-10-04 to 2025-11-29
Maine,9,6.333333333333333,5.962847939999439,5.117129871532878,0.0,2025-10-04 to 2025-11-29
Maryland,9,42.44444444444444,40.77066241282139,42.971978784905595,0.0,2025-10-04 to 2025-11-29
Massachusetts,9,37.888888888888886,35.26233257692168,37.349791560059344,0.0,2025-10-04 to 2025-11-29
Michigan,9,36.111111111111114,23.741405202465465,35.99933745618453,0.0,2025-10-04 to 2025-11-29
Minnesota,9,26.77777777777778,32.075528151112955,21.383294234199248,0.0,2025-10-04 to 2025-11-29
Mississippi,9,19.666666666666668,5.0990195135927845,18.86496280679467,0.0,2025-10-04 to 2025-11-29
Missouri,9,31.88888888888889,12.740525407310368,27.905137458021827,0.0,2025-10-04 to 2025-11-29
Montana,9,6.0,4.737556801183965,25.866391851102247,0.0,2025-10-04 to 2025-11-29
Nebraska,9,4.333333333333333,4.570436400267363,5.30120135530666,0.0,2025-10-04 to 2025-11-29
Nevada,9,12.555555555555555,7.2588813204715885,11.519105751657385,0.0,2025-10-04 to 2025-11-29
New Hampshire,9,6.555555555555555,7.119786374933685,9.155158960624444,0.0,2025-10-04 to 2025-11-29
New Jersey,9,79.11111111111111,80.13106547601241,61.490782459392854,0.0,2025-10-04 to 2025-11-29
New Mexico,9,14.666666666666666,12.692955176439849,21.013138991887715,0.0,2025-10-04 to 2025-11-29
New York,9,283.77777777777777,359.2711070974978,339.4437966532678,0.0,2025-10-04 to 2025-11-29
North Carolina,9,97.88888888888889,90.81904406803729,84.47715319208856,0.0,2025-10-04 to 2025-11-29
North Dakota,9,3.7777777777777777,3.0469576001782417,4.82616048060628,0.0,2025-10-04 to 2025-11-29
Ohio,9,60.55555555555556,55.202880583275345,56.646103124898,0.0,2025-10-04 to 2025-11-29
Oklahoma,9,14.0,4.8074017006186525,18.01852107742838,0.0,2025-10-04 to 2025-11-29
Oregon,9,13.777777777777779,10.685169137930052,12.681940898844752,0.0,2025-10-04 to 2025-11-29
Pennsylvania,9,193.22222222222223,128.85976682492034,172.9285388367754,0.0,2025-10-04 to 2025-11-29
Puerto Rico,9,117.88888888888889,69.48612082750282,99.50893828950325,0.0,2025-10-04 to 2025-11-29
Rhode Island,9,6.444444444444445,8.152860590152953,6.264137379608788,0.0,2025-10-04 to 2025-11-29
South Carolina,9,28.333333333333332,24.422212112018936,26.84118759771917,0.0,2025-10-04 to 2025-11-29
South Dakota,9,1.6666666666666667,1.247219128924647,2.0280808914526833,0.0,2025-10-04 to 2025-11-29
Tennessee,9,48.44444444444444,22.662308949301263,47.385344452926475,0.0,2025-10-04 to 2025-11-29
Texas,9,297.0,188.3584054107724,287.4091970463317,0.0,2025-10-04 to 2025-11-29
US,9,2651.8888888888887,1911.7363512114346,2418.3595033503507,0.0,2025-10-04 to 2025-11-29
Utah,9,12.444444444444445,15.621289682930303,10.260787155714638,0.0,2025-10-04 to 2025-11-29
Vermont,9,1.2222222222222223,1.5475986974649023,1.409810376469802,0.0,2025-10-04 to 2025-11-29
Virginia,9,46.77777777777778,44.379118657759605,41.10405566781542,0.0,2025-10-04 to 2025-11-29
Washington,9,23.77777777777778,17.14498810976405,20.842886105293875,0.0,2025-10-04 to 2025-11-29
West Virginia,9,3.3333333333333335,3.651483716701107,5.7037091166031075,0.0,2025-10-04 to 2025-11-29
Wisconsin,9,21.0,25.733678754158376,23.09350569170636,0.0,2025-10-04 to 2025-11-29
Wyoming,9,4.222222222222222,3.4246744460938765,6.556620108311407,0.0,2025-10-04 to 2025-11-29
