date,location_name,ili,pred_hosp,true_hosp,scale_factor,population,prelim_hosp,total_hosp
2012-10-06,Alabama,0.0017215862038781175,0.63,NA,1,5039877,32,32
2012-10-13,Alabama,-0.03960681589442419,0.59,NA,1,5039877,30,30
2012-10-20,Alabama,-0.11907014886325118,0.52,NA,1,5039877,26,26
2012-10-27,Alabama,0.05339450616277156,0.68,NA,1,5039877,34,34
2012-11-03,Alabama,0.3277087748018007,0.97,NA,1,5039877,49,49
2012-11-10,Alabama,0.5438590626589128,1.23,NA,1,5039877,62,62
2012-11-17,Alabama,0.5598973585926997,1.25,NA,1,5039877,63,63
2012-11-24,Alabama,0.7567897674442642,1.52,NA,1,5039877,77,77
2012-12-01,Alabama,0.7987238583068763,1.58,NA,1,5039877,80,80
2012-12-08,Alabama,1.1338245953453652,2.14,NA,1,5039877,108,108
2012-12-15,Alabama,1.9529613442613387,4.06,NA,1,5039877,205,205
2012-12-22,Alabama,2.4297344212439267,5.68,NA,1,5039877,286,286
2012-12-29,Alabama,2.0847950076325623,4.46,NA,1,5039877,225,225
2013-01-05,Alabama,1.8115552483331336,3.66,NA,1,5039877,184,184
2013-01-12,Alabama,2.1160487767079648,4.56,NA,1,5039877,230,230
2013-01-19,Alabama,2.501620471666555,5.96,NA,1,5039877,300,300
2013-01-26,Alabama,2.7031714061752807,6.83,NA,1,5039877,344,344
2013-02-02,Alabama,2.315156011766243,5.25,NA,1,5039877,265,265
2013-02-09,Alabama,2.027782829203441,4.29,NA,1,5039877,216,216
2013-02-16,Alabama,2.149517421451915,4.67,NA,1,5039877,235,235
2013-02-23,Alabama,1.7771142105766644,3.57,NA,1,5039877,180,180
2013-03-02,Alabama,1.3755659842956598,2.62,NA,1,5039877,132,132
2013-03-09,Alabama,1.1403971513966795,2.15,NA,1,5039877,108,108
2013-03-16,Alabama,0.685336081762122,1.42,NA,1,5039877,72,72
2013-03-23,Alabama,0.5358923280264528,1.22,NA,1,5039877,61,61
2013-03-30,Alabama,0.43892720203419605,1.1,NA,1,5039877,55,55
2013-04-06,Alabama,0.2772431528333085,0.91,NA,1,5039877,46,46
2013-04-13,Alabama,0.24517790796961256,0.87,NA,1,5039877,44,44
2013-04-20,Alabama,0.2915844114543454,0.92,NA,1,5039877,46,46
2013-04-27,Alabama,0.46946644545942434,1.13,NA,1,5039877,57,57
2013-05-04,Alabama,0.37902361230624165,1.02,NA,1,5039877,51,51
2013-05-11,Alabama,0.23100915166687983,0.86,NA,1,5039877,43,43
2013-05-18,Alabama,0.14686097126661235,0.77,NA,1,5039877,39,39
2013-05-25,Alabama,0.27366684482864206,0.9,NA,1,5039877,45,45
2013-06-01,Alabama,0.19578274042661217,0.82,NA,1,5039877,41,41
2013-06-08,Alabama,0.11213762424542978,0.73,NA,1,5039877,37,37
2013-06-15,Alabama,0.1817623523586262,0.8,NA,1,5039877,40,40
2013-06-22,Alabama,-0.20632319470526708,0.44,NA,1,5039877,22,22
2013-06-29,Alabama,0.09828839034866144,0.72,NA,1,5039877,36,36
2013-07-06,Alabama,-0.18176235235862634,0.46,NA,1,5039877,23,23
2013-07-13,Alabama,-0.15382559421992117,0.48,NA,1,5039877,24,24
2013-07-20,Alabama,-0.7028602309190992,0.08,NA,1,5039877,4,4
2013-07-27,Alabama,-0.7613826096864256,0.04,NA,1,5039877,2,2
2013-08-03,Alabama,-2.4297344212439254,0,NA,1,5039877,0,0
2013-08-10,Alabama,-0.21336284831168426,0.43,NA,1,5039877,22,22
2013-08-17,Alabama,0.015494888190748872,0.64,NA,1,5039877,32,32
2013-08-24,Alabama,0.06719235471022743,0.69,NA,1,5039877,35,35
2013-08-31,Alabama,0.09137100224972455,0.71,NA,1,5039877,36,36
2013-09-07,Alabama,0.5398714122010614,1.22,NA,1,5039877,61,61
2013-09-14,Alabama,0.5639293747713316,1.25,NA,1,5039877,63,63
2013-09-21,Alabama,0.5121922257436788,1.19,NA,1,5039877,60,60
2013-09-28,Alabama,0.5478553800475058,1.23,NA,1,5039877,62,62
2013-10-05,Alabama,0.16079768672713465,0.78,NA,1,5039877,39,39
2013-10-12,Alabama,0.3240778169839829,0.96,NA,1,5039877,48,48
2013-10-19,Alabama,0.5279594618607979,1.21,NA,1,5039877,61,61
2013-10-26,Alabama,0.625575509406186,1.34,NA,1,5039877,68,68
2013-11-02,Alabama,0.6213936343871852,1.33,NA,1,5039877,67,67
2013-11-09,Alabama,0.73406013605195,1.49,NA,1,5039877,75,75
2013-11-16,Alabama,0.4733142305021876,1.14,NA,1,5039877,57,57
2013-11-23,Alabama,0.7476516039453203,1.51,NA,1,5039877,76,76
2013-11-30,Alabama,0.4887764111146694,1.16,NA,1,5039877,58,58
2013-12-07,Alabama,0.8226372910740669,1.62,NA,1,5039877,82,82
2013-12-14,Alabama,0.897400033842232,1.74,NA,1,5039877,88,88
2013-12-21,Alabama,1.052473379817401,2,NA,1,5039877,101,101
2013-12-28,Alabama,1.1273006572453683,2.13,NA,1,5039877,107,107
2014-01-04,Alabama,0.8372135764776726,1.64,NA,1,5039877,83,83
2014-01-11,Alabama,0.9129597016829479,1.76,NA,1,5039877,89,89
2014-01-18,Alabama,1.1208243494766115,2.12,NA,1,5039877,107,107
2014-01-25,Alabama,1.2531123141659226,2.37,NA,1,5039877,119,119
2014-02-01,Alabama,1.3159619525707256,2.49,NA,1,5039877,125,125
2014-02-08,Alabama,1.2917937758243678,2.44,NA,1,5039877,123,123
2014-02-15,Alabama,1.3580413949754677,2.58,NA,1,5039877,130,130
2014-02-22,Alabama,1.2019172138092726,2.27,NA,1,5039877,114,114
2014-03-01,Alabama,1.238152984695044,2.34,NA,1,5039877,118,118
2014-03-08,Alabama,1.245597806723087,2.35,NA,1,5039877,118,118
2014-03-15,Alabama,1.1740259905933021,2.22,NA,1,5039877,112,112
2014-03-22,Alabama,0.8323351769783456,1.64,NA,1,5039877,83,83
2014-03-29,Alabama,0.7939959275048428,1.58,NA,1,5039877,80,80
2014-04-05,Alabama,0.6509017834646107,1.37,NA,1,5039877,69,69
2014-04-12,Alabama,0.608912531331682,1.31,NA,1,5039877,66,66
2014-04-19,Alabama,0.7706168579441498,1.54,NA,1,5039877,78,78
2014-04-26,Alabama,0.8034697110473568,1.59,NA,1,5039877,80,80
2014-05-03,Alabama,0.8820546535531961,1.71,NA,1,5039877,86,86
2014-05-10,Alabama,0.7522128338806366,1.52,NA,1,5039877,77,77
2014-05-17,Alabama,0.9943449787309945,1.9,NA,1,5039877,96,96
2014-05-24,Alabama,0.6297683532886758,1.34,NA,1,5039877,68,68
2014-05-31,Alabama,0.7250740660947743,1.48,NA,1,5039877,75,75
2014-06-07,Alabama,0.8274765060788166,1.63,NA,1,5039877,82,82
2014-06-14,Alabama,0.5883182750395474,1.29,NA,1,5039877,65,65
2014-06-21,Alabama,-1.064531677369421,0,NA,1,5039877,0,0
2014-06-28,Alabama,0.5679705797716044,1.26,NA,1,5039877,64,64
2014-07-05,Alabama,0.5720210818729448,1.27,NA,1,5039877,64,64
2014-07-12,Alabama,0.5319217106768066,1.21,NA,1,5039877,61,61
2014-07-19,Alabama,0.3827258078157585,1.03,NA,1,5039877,52,52
2014-07-26,Alabama,0.4465226153159269,1.11,NA,1,5039877,56,56
2014-08-02,Alabama,0.49266013886901716,1.16,NA,1,5039877,58,58
2014-08-09,Alabama,0.2487276896369165,0.88,NA,1,5039877,44,44
2014-08-16,Alabama,0.5043563455033481,1.18,NA,1,5039877,59,59
2014-08-23,Alabama,0.6896972185476457,1.43,NA,1,5039877,72,72
2014-08-30,Alabama,0.9025623018858249,1.75,NA,1,5039877,88,88
2014-09-06,Alabama,0.90774873512023,1.75,NA,1,5039877,88,88
2014-09-13,Alabama,1.0000058179835964,1.91,NA,1,5039877,96,96
2014-09-20,Alabama,0.8082337298257204,1.6,NA,1,5039877,81,81
2014-09-27,Alabama,0.9287436029533841,1.79,NA,1,5039877,90,90
2014-10-04,Alabama,-0.5319217106768068,0.19,NA,1,5039877,10,10
2014-10-11,Alabama,-0.0844579835675267,0.55,NA,1,5039877,28,28
2014-10-18,Alabama,-0.2951790004886458,0.37,NA,1,5039877,19,19
2014-10-25,Alabama,-0.4313570268422072,0.26,NA,1,5039877,13,13
2014-11-01,Alabama,-0.2879935860704397,0.37,NA,1,5039877,19,19
2014-11-08,Alabama,-0.018938570941634755,0.61,NA,1,5039877,31,31
2014-11-15,Alabama,0.3753266045287882,1.02,NA,1,5039877,51,51
2014-11-22,Alabama,1.0056988853088922,1.92,NA,1,5039877,97,97
2014-11-29,Alabama,1.0171839409889785,1.94,NA,1,5039877,98,98
2014-12-06,Alabama,1.670703689405562,3.29,NA,1,5039877,166,166
2014-12-13,Alabama,1.8296139096184754,3.71,NA,1,5039877,187,187
2014-12-20,Alabama,1.9302858560575813,3.99,NA,1,5039877,201,201
2014-12-27,Alabama,2.2676319548165282,5.08,NA,1,5039877,256,256
2015-01-03,Alabama,1.5121547259294668,2.92,NA,1,5039877,147,147
2015-01-10,Alabama,1.4502887246883476,2.78,NA,1,5039877,140,140
2015-01-17,Alabama,1.167194409330873,2.2,NA,1,5039877,111,111
2015-01-24,Alabama,0.8871465590188758,1.72,NA,1,5039877,87,87
2015-01-31,Alabama,0.8130161632077885,1.61,NA,1,5039877,81,81
2015-02-07,Alabama,0.638187476652143,1.35,NA,1,5039877,68,68
2015-02-14,Alabama,0.7161461678217435,1.46,NA,1,5039877,74,74
2015-02-21,Alabama,0.39758778508557724,1.05,NA,1,5039877,53,53
2015-02-28,Alabama,0.5161219607516404,1.19,NA,1,5039877,60,60
2015-03-07,Alabama,0.44272171607131544,1.1,NA,1,5039877,55,55
2015-03-14,Alabama,0.49655131186017576,1.17,NA,1,5039877,59,59
2015-03-21,Alabama,0.6551632737855763,1.38,NA,1,5039877,70,70
2015-03-28,Alabama,-0.029271130384495407,0.6,NA,1,5039877,30,30
2015-04-04,Alabama,-0.13295272403363198,0.5,NA,1,5039877,25,25
2015-04-11,Alabama,-0.897400033842232,0,NA,1,5039877,0,0
2015-04-18,Alabama,-0.9887158253450589,0,NA,1,5039877,0,0
2015-04-25,Alabama,-1.7606556509409612,0,NA,1,5039877,0,0
2015-05-02,Alabama,-1.5804187998749624,0,NA,1,5039877,0,0
2015-05-09,Alabama,-1.6991776601112984,0,NA,1,5039877,0,0
2015-05-16,Alabama,-2.0277828292034417,0,NA,1,5039877,0,0
2015-05-23,Alabama,-1.4602158184363543,0,NA,1,5039877,0,0
2015-05-30,Alabama,-2.084795007632563,0,NA,1,5039877,0,0
2015-06-06,Alabama,-2.368567059267872,0,NA,1,5039877,0,0
2015-06-13,Alabama,-2.1495174214519164,0,NA,1,5039877,0,0
2015-06-20,Alabama,-2.00158233615466,0,NA,1,5039877,0,0
2015-06-27,Alabama,-2.3151560117662418,0,NA,1,5039877,0,0
2015-07-04,Alabama,-3.200136245757245,0,NA,1,5039877,0,0
2015-07-11,Alabama,-2.8687572688222227,0,NA,1,5039877,0,0
2015-07-18,Alabama,-2.7031714061752803,0,NA,1,5039877,0,0
2015-07-25,Alabama,-2.267631954816527,0,NA,1,5039877,0,0
2015-08-01,Alabama,-2.224736966722676,0,NA,1,5039877,0,0
2015-08-08,Alabama,-2.5016204716665533,0,NA,1,5039877,0,0
2015-08-15,Alabama,-2.5893623867043956,0,NA,1,5039877,0,0
2015-08-22,Alabama,-2.1855826399212237,0,NA,1,5039877,0,0
2015-08-29,Alabama,-2.116048776707965,0,NA,1,5039877,0,0
2015-09-05,Alabama,-1.4805134885219124,0,NA,1,5039877,0,0
2015-09-12,Alabama,-1.5925386039585252,0,NA,1,5039877,0,0
2015-09-19,Alabama,-1.7290999462586232,0,NA,1,5039877,0,0
2015-09-26,Alabama,-0.45032997639098465,0.25,NA,1,5039877,13,13
2015-10-03,Alabama,-0.40879200492453155,0.28,NA,1,5039877,14,14
2015-10-10,Alabama,-0.28082301030303325,0.38,NA,1,5039877,19,19
2015-10-17,Alabama,-0.41253810809227714,0.28,NA,1,5039877,14,14
2015-10-24,Alabama,0.40131691276612014,1.05,NA,1,5039877,53,53
2015-10-31,Alabama,0.3459296245135005,0.99,NA,1,5039877,50,50
2015-11-07,Alabama,0.484900041803291,1.15,NA,1,5039877,58,58
2015-11-14,Alabama,0.48103094507533267,1.15,NA,1,5039877,58,58
2015-11-21,Alabama,0.6172225982365181,1.33,NA,1,5039877,67,67
2015-11-28,Alabama,0.6424140252639463,1.36,NA,1,5039877,69,69
2015-12-05,Alabama,1.1604168715963568,2.19,NA,1,5039877,110,110
2015-12-12,Alabama,1.2760917802458764,2.41,NA,1,5039877,121,121
2015-12-19,Alabama,1.4026732899923222,2.67,NA,1,5039877,135,135
2015-12-26,Alabama,1.4702889353026767,2.82,NA,1,5039877,142,142
2016-01-02,Alabama,1.3844889437070145,2.63,NA,1,5039877,133,133
2016-01-09,Alabama,0.9665056746111484,1.85,NA,1,5039877,93,93
2016-01-16,Alabama,0.7117035778682552,1.46,NA,1,5039877,74,74
2016-01-23,Alabama,0.9181955776319951,1.77,NA,1,5039877,89,89
2016-01-30,Alabama,0.7295597371056473,1.48,NA,1,5039877,75,75
2016-02-06,Alabama,0.5760809907146972,1.27,NA,1,5039877,64,64
2016-02-13,Alabama,0.4050516297026466,1.06,NA,1,5039877,53,53
2016-02-20,Alabama,-0.09828839034866158,0.53,NA,1,5039877,27,27
2016-02-27,Alabama,0.022382478299417877,0.65,NA,1,5039877,33,33
2016-03-05,Alabama,-0.07754899881081287,0.55,NA,1,5039877,28,28
2016-03-12,Alabama,-0.23808755512774674,0.41,NA,1,5039877,21,21
2016-03-19,Alabama,-0.5924169353822332,0.15,NA,1,5039877,8,8
2016-03-26,Alabama,-0.6509017834646107,0.11,NA,1,5039877,6,6
2016-04-02,Alabama,-1.2090377268017676,0,NA,1,5039877,0,0
2016-04-09,Alabama,-1.1809128082075135,0,NA,1,5039877,0,0
2016-04-16,Alabama,-0.6984591280214626,0.08,NA,1,5039877,4,4
2016-04-23,Alabama,-0.4275812161535174,0.27,NA,1,5039877,14,14
2016-04-30,Alabama,-0.7161461678217437,0.07,NA,1,5039877,4,4
2016-05-07,Alabama,-0.58015041732281325,0.16,NA,1,5039877,8,8
2016-05-14,Alabama,-0.5043563455033481,0.21,NA,1,5039877,11,11
2016-05-21,Alabama,-0.5478553800475056,0.18,NA,1,5039877,9,9
2016-05-28,Alabama,-0.9665056746111484,0,NA,1,5039877,0,0
2016-06-04,Alabama,-0.8178172643411137,0.01,NA,1,5039877,1,1
2016-06-11,Alabama,-0.7476516039453203,0.05,NA,1,5039877,3,3
2016-06-18,Alabama,-1.2839032093757143,0,NA,1,5039877,0,0
2016-06-25,Alabama,-1.3159619525707256,0,NA,1,5039877,0,0
2016-07-02,Alabama,-1.332511065669023,0,NA,1,5039877,0,0
2016-07-09,Alabama,-1.6175054010454526,0,NA,1,5039877,0,0
2016-07-16,Alabama,-1.5685267946563837,0,NA,1,5039877,0,0
2016-07-23,Alabama,-1.3755659842956598,0,NA,1,5039877,0,0
2016-07-30,Alabama,-1.8115552483331336,0,NA,1,5039877,0,0
2016-08-06,Alabama,-1.1208243494766115,0,NA,1,5039877,0,0
2016-08-13,Alabama,-0.7892856788964554,0.03,NA,1,5039877,2,2
2016-08-20,Alabama,-0.42381149157892767,0.27,NA,1,5039877,14,14
2016-08-27,Alabama,-0.28440647025966814,0.38,NA,1,5039877,19,19
2016-09-03,Alabama,-0.19227414155620096,0.45,NA,1,5039877,23,23
2016-09-10,Alabama,-0.24163121310022354,0.41,NA,1,5039877,21,21
2016-09-17,Alabama,-0.008608033072769129,0.62,NA,1,5039877,31,31
2016-09-24,Alabama,-0.053394506162771416,0.57,NA,1,5039877,29,29
2016-10-01,Alabama,-0.25939605876085176,0.4,NA,1,5039877,20,20
2016-10-08,Alabama,-0.03616117178459442,0.59,NA,1,5039877,30,30
2016-10-15,Alabama,-0.2522806082892026,0.4,NA,1,5039877,20,20
2016-10-22,Alabama,-0.18526399365365492,0.46,NA,1,5039877,23,23
2016-10-29,Alabama,-0.015494888190748872,0.61,NA,1,5039877,31,31
2016-11-05,Alabama,0.17826293833050047,0.8,NA,1,5039877,40,40
2016-11-12,Alabama,0.6680199168120758,1.4,NA,1,5039877,71,71
2016-11-19,Alabama,1.1080108204698567,2.09,NA,1,5039877,105,105
2016-11-26,Alabama,1.430852379473841,2.73,NA,1,5039877,138,138
2016-12-03,Alabama,0.9501560492715415,1.82,NA,1,5039877,92,92
2016-12-10,Alabama,1.867633405527837,3.82,NA,1,5039877,193,193
2016-12-17,Alabama,2.868757268822223,7.62,NA,1,5039877,384,384
2016-12-24,Alabama,3.200136245757245,9.46,NA,1,5039877,477,477
2016-12-31,Alabama,1.9766878672442763,4.13,NA,1,5039877,208,208
2017-01-07,Alabama,1.0405662041024937,1.98,NA,1,5039877,100,100
2017-01-14,Alabama,1.5685267946563837,3.05,NA,1,5039877,154,154
2017-01-21,Alabama,1.744660654055167,3.48,NA,1,5039877,175,175
2017-01-28,Alabama,1.6175054010454524,3.16,NA,1,5039877,159,159
2017-02-04,Alabama,1.5804187998749621,3.07,NA,1,5039877,155,155
2017-02-11,Alabama,1.5925386039585245,3.1,NA,1,5039877,156,156
2017-02-18,Alabama,1.187856094692696,2.24,NA,1,5039877,113,113
2017-02-25,Alabama,1.0891246952344678,2.06,NA,1,5039877,104,104
2017-03-04,Alabama,1.1470193437004494,2.17,NA,1,5039877,109,109
2017-03-11,Alabama,0.8769855154895657,1.71,NA,1,5039877,86,86
2017-03-18,Alabama,0.6594366954420297,1.38,NA,1,5039877,70,70
2017-03-25,Alabama,0.309596087585822,0.94,NA,1,5039877,47,47
2017-04-01,Alabama,-0.0879139677328982,0.54,NA,1,5039877,27,27
2017-04-08,Alabama,-0.22041309152062794,0.43,NA,1,5039877,22,22
2017-04-15,Alabama,-0.3277087748018007,0.34,NA,1,5039877,17,17
2017-04-22,Alabama,-0.484900041803291,0.22,NA,1,5039877,11,11
2017-04-29,Alabama,-0.6297683532886756,0.13,NA,1,5039877,7,7
2017-05-06,Alabama,-0.73406013605195,0.06,NA,1,5039877,3,3
2017-05-13,Alabama,-0.16777760449067736,0.47,NA,1,5039877,24,24
2017-05-20,Alabama,-0.4389272020341963,0.26,NA,1,5039877,13,13
2017-05-27,Alabama,-1.49089520308668,0,NA,1,5039877,0,0
2017-06-03,Alabama,-1.2381529846950436,0,NA,1,5039877,0,0
2017-06-10,Alabama,-1.1403971513966795,0,NA,1,5039877,0,0
2017-06-17,Alabama,-1.1536922225472364,0,NA,1,5039877,0,0
2017-06-24,Alabama,-1.867633405527837,0,NA,1,5039877,0,0
2017-07-01,Alabama,-1.9085615089229544,0,NA,1,5039877,0,0
2017-07-08,Alabama,-1.670703689405563,0,NA,1,5039877,0,0
2017-07-15,Alabama,-1.0465012451882434,0,NA,1,5039877,0,0
2017-07-22,Alabama,-1.952961344261339,0,NA,1,5039877,0,0
2017-07-29,Alabama,-2.0554540985631222,0,NA,1,5039877,0,0
2017-08-05,Alabama,-1.5341205443525459,0,NA,1,5039877,0,0
2017-08-12,Alabama,-1.0346675921172703,0,NA,1,5039877,0,0
2017-08-19,Alabama,-0.8421119824994525,0,NA,1,5039877,0,0
2017-08-26,Alabama,-0.8922615705442397,0,NA,1,5039877,0,0
2017-09-02,Alabama,-1.082914998686518,0,NA,1,5039877,0,0
2017-09-09,Alabama,-1.4119420228191049,0,NA,1,5039877,0,0
2017-09-16,Alabama,-0.8274765060788171,0,NA,1,5039877,0,0
2017-09-23,Alabama,-0.3386278363617838,0.33,NA,1,5039877,17,17
2017-09-30,Alabama,0.005164779021971287,0.63,NA,1,5039877,32,32
2017-10-07,Alabama,0.2133628483116844,0.84,NA,1,5039877,42,42
2017-10-14,Alabama,0.15731068461017067,0.78,NA,1,5039877,39,39
2017-10-21,Alabama,0.0740959146877185,0.7,NA,1,5039877,35,35
2017-10-28,Alabama,0.025826651145789713,0.65,NA,1,5039877,33,33
2017-11-04,Alabama,0.08100300786232448,0.7,NA,1,5039877,35,35
2017-11-11,Alabama,0.032715956944738674,0.66,NA,1,5039877,33,33
2017-11-18,Alabama,0.2239423038928173,0.85,NA,1,5039877,43,43
2017-11-25,Alabama,0.5518604662263235,1.24,NA,1,5039877,62,62
2017-12-02,Alabama,0.1364272704942392,0.76,NA,1,5039877,38,38
2017-12-09,Alabama,0.2879935860704398,0.92,NA,1,5039877,46,46
2017-12-16,Alabama,0.42381149157892756,1.08,NA,1,5039877,54,54
2017-12-23,Alabama,0.4771690359886883,1.14,NA,1,5039877,57,57
2017-12-30,Alabama,0.34227644932452267,0.98,NA,1,5039877,49,49
2018-01-06,Alabama,0.29517900048864587,0.93,NA,1,5039877,47,47
2018-01-13,Alabama,0.3059858957794756,0.94,NA,1,5039877,47,47
2018-01-20,Alabama,0.45796439437044767,1.12,NA,1,5039877,56,56
2018-01-27,Alabama,0.42758121615351735,1.08,NA,1,5039877,54,54
2018-02-03,Alabama,0.454143876685926,1.12,NA,1,5039877,56,56
2018-02-10,Alabama,0.4200477801303052,1.07,NA,1,5039877,54,54
2018-02-17,Alabama,0.6466520810785406,1.37,NA,1,5039877,69,69
2018-02-24,Alabama,0.7799172904082312,1.56,NA,1,5039877,79,79
2018-03-03,Alabama,1.070619261079751,2.03,NA,1,5039877,102,102
2018-03-10,Alabama,1.3078208931180362,2.48,NA,1,5039877,125,125
2018-03-17,Alabama,0.939395987183592,1.81,NA,1,5039877,91,91
2018-03-24,Alabama,0.9555775379404315,1.83,NA,1,5039877,92,92
2018-03-31,Alabama,1.0584832902793186,2.01,NA,1,5039877,101,101
2018-04-07,Alabama,0.7892856788964554,1.57,NA,1,5039877,79,79
2018-04-14,Alabama,0.58015041732281325,1.28,NA,1,5039877,65,65
2018-04-21,Alabama,0.663722193915286,1.39,NA,1,5039877,70,70
2018-04-28,Alabama,0.41253810809227714,1.06,NA,1,5039877,53,53
2018-05-05,Alabama,0.19929375109888808,0.82,NA,1,5039877,41,41
2018-05-12,Alabama,0.1852639936536548,0.81,NA,1,5039877,41,41
2018-05-19,Alabama,0.2593960587608516,0.89,NA,1,5039877,45,45
2018-05-26,Alabama,0.04305293030030207,0.66,NA,1,5039877,33,33
2018-06-02,Alabama,-0.12600840077706166,0.51,NA,1,5039877,26,26
2018-06-09,Alabama,-0.3422764493245228,0.33,NA,1,5039877,17,17
2018-06-16,Alabama,-0.9025623018858249,0,NA,1,5039877,0,0
2018-06-23,Alabama,-0.8470306783241232,0,NA,1,5039877,0,0
2018-06-30,Alabama,-1.0229770831550455,0,NA,1,5039877,0,0
2018-07-07,Alabama,-1.0288047620058414,0,NA,1,5039877,0,0
2018-07-14,Alabama,-1.545386733715129,0,NA,1,5039877,0,0
2018-07-21,Alabama,-0.8669142210361314,0,NA,1,5039877,0,0
2018-07-28,Alabama,-1.7771142105766642,0,NA,1,5039877,0,0
2018-08-04,Alabama,-1.187856094692696,0,NA,1,5039877,0,0
2018-08-11,Alabama,-0.44272171607131566,0.25,NA,1,5039877,13,13
2018-08-18,Alabama,-0.6680199168120758,0.1,NA,1,5039877,5,5
2018-08-25,Alabama,-0.6809879409641141,0.09,NA,1,5039877,5,5
2018-09-01,Alabama,-0.663722193915286,0.1,NA,1,5039877,5,5
2018-09-08,Alabama,-0.7431058759962279,0.05,NA,1,5039877,3,3
2018-09-15,Alabama,-0.2345468844317387,0.42,NA,1,5039877,21,21
2018-09-22,Alabama,-0.16079768672713465,0.48,NA,1,5039877,24,24
2018-09-29,Alabama,-0.5200596823689728,0.2,NA,1,5039877,10,10
2018-10-06,Alabama,0.03960681589442434,0.66,NA,1,5039877,33,33
2018-10-13,Alabama,-0.3023796876484077,0.36,NA,1,5039877,18,18
2018-10-20,Alabama,-0.08100300786232448,0.55,NA,1,5039877,28,28
2018-10-27,Alabama,0.11907014886325129,0.74,NA,1,5039877,37,37
2018-11-03,Alabama,0.2700940336062474,0.9,NA,1,5039877,45,45
2018-11-10,Alabama,0.14338135042768832,0.77,NA,1,5039877,39,39
2018-11-17,Alabama,0.3204511267538233,0.96,NA,1,5039877,48,48
2018-11-24,Alabama,0.21688662234321138,0.84,NA,1,5039877,42,42
2018-12-01,Alabama,0.2522806082892026,0.88,NA,1,5039877,44,44
2018-12-08,Alabama,0.23808755512774674,0.87,NA,1,5039877,44,44
2018-12-15,Alabama,0.6339722978278114,1.35,NA,1,5039877,68,68
2018-12-22,Alabama,0.9340565462205357,1.8,NA,1,5039877,91,91
2018-12-29,Alabama,1.0767467813222318,2.04,NA,1,5039877,103,103
2019-01-05,Alabama,0.7752586918539757,1.55,NA,1,5039877,78,78
2019-01-12,Alabama,0.7072749903350606,1.45,NA,1,5039877,73,73
2019-01-19,Alabama,1.2090377268017671,2.28,NA,1,5039877,115,115
2019-01-26,Alabama,1.0114247364175881,1.93,NA,1,5039877,97,97
2019-02-02,Alabama,1.2997656009526195,2.46,NA,1,5039877,124,124
2019-02-09,Alabama,1.5230457784934823,2.94,NA,1,5039877,148,148
2019-02-16,Alabama,1.5014401404802735,2.89,NA,1,5039877,146,146
2019-02-23,Alabama,1.4602158184363543,2.8,NA,1,5039877,141,141
2019-03-02,Alabama,1.260698256349684,2.38,NA,1,5039877,120,120
2019-03-09,Alabama,1.3241911767008785,2.51,NA,1,5039877,127,127
2019-03-16,Alabama,1.1809128082075135,2.23,NA,1,5039877,112,112
2019-03-23,Alabama,1.3667512218014477,2.6,NA,1,5039877,131,131
2019-03-30,Alabama,0.9831178286797324,1.88,NA,1,5039877,95,95
2019-04-06,Alabama,0.4656255985729124,1.13,NA,1,5039877,57,57
2019-04-13,Alabama,0.349587422229387,0.99,NA,1,5039877,50,50
2019-04-20,Alabama,0.2987774076154519,0.93,NA,1,5039877,47,47
2019-04-27,Alabama,-0.04649955606744534,0.58,NA,1,5039877,29,29
2019-05-04,Alabama,0.06374179577913844,0.69,NA,1,5039877,35,35
2019-05-11,Alabama,0.0879139677328982,0.71,NA,1,5039877,36,36
2019-05-18,Alabama,0.17127060974199002,0.79,NA,1,5039877,40,40
2019-05-25,Alabama,-0.0602919956159958,0.57,NA,1,5039877,29,29
2019-06-01,Alabama,-0.7799172904082312,0.03,NA,1,5039877,2,2
2019-06-08,Alabama,-1.0767467813222318,0,NA,1,5039877,0,0
2019-06-15,Alabama,-1.4308523794738404,0,NA,1,5039877,0,0
2019-06-22,Alabama,-0.9943449787309945,0,NA,1,5039877,0,0
2019-06-29,Alabama,-1.3935235175693854,0,NA,1,5039877,0,0
2019-07-06,Alabama,-1.2997656009526195,0,NA,1,5039877,0,0
2019-07-13,Alabama,-1.2531123141659224,0,NA,1,5039877,0,0
2019-07-20,Alabama,-1.6569604445362554,0,NA,1,5039877,0,0
2019-07-27,Alabama,-1.88770225062538,0,NA,1,5039877,0,0
2019-08-03,Alabama,-1.9766878672442767,0,NA,1,5039877,0,0
2019-08-10,Alabama,-1.4702889353026762,0,NA,1,5039877,0,0
2019-08-17,Alabama,-0.7206029372644742,0.07,NA,1,5039877,4,4
2019-08-24,Alabama,-0.27724315283330864,0.38,NA,1,5039877,19,19
2019-08-31,Alabama,-0.46562559857291225,0.24,NA,1,5039877,12,12
2019-09-07,Alabama,-0.29158441145434527,0.37,NA,1,5039877,19,19
2019-09-14,Alabama,-0.24517790796961256,0.41,NA,1,5039877,21,21
2019-09-21,Alabama,-0.38643325652378613,0.3,NA,1,5039877,15,15
2019-09-28,Alabama,-0.2487276896369165,0.4,NA,1,5039877,20,20
2019-10-05,Alabama,-0.19929375109888794,0.45,NA,1,5039877,23,23
2019-10-12,Alabama,-0.15731068461017067,0.48,NA,1,5039877,24,24
2019-10-19,Alabama,-0.17127060974199002,0.47,NA,1,5039877,24,24
