location_name,date,ili,pred_hosp,true_hosp,scale_factor,population,prelim_hosp,total_hosp
Indiana,2006-05-06,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-05-13,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-05-20,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-05-27,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-06-03,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-06-10,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-06-17,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-06-24,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-07-01,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-07-08,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-07-15,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-07-22,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-07-29,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-08-05,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-08-12,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-08-19,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-08-26,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-09-02,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-09-09,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-09-16,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-09-23,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-09-30,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-10-07,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-10-14,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-10-21,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-10-28,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-11-04,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-11-11,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-11-18,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-11-25,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-12-02,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-12-09,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-12-16,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-12-23,NA,NA,NA,1,6805985,NA,NA
Indiana,2006-12-30,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-01-06,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-01-13,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-01-20,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-01-27,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-02-03,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-02-10,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-02-17,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-02-24,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-03-03,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-03-10,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-03-17,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-03-24,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-03-31,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-04-07,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-04-14,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-04-21,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-04-28,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-05-05,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-05-12,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-05-19,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-05-26,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-06-02,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-06-09,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-06-16,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-06-23,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-06-30,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-07-07,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-07-14,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-07-21,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-07-28,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-08-04,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-08-11,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-08-18,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-08-25,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-09-01,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-09-08,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-09-15,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-09-22,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-09-29,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-10-06,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-10-13,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-10-20,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-10-27,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-11-03,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-11-10,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-11-17,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-11-24,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-12-01,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-12-08,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-12-15,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-12-22,NA,NA,NA,1,6805985,NA,NA
Indiana,2007-12-29,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-01-05,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-01-12,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-01-19,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-01-26,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-02-02,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-02-09,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-02-16,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-02-23,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-03-01,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-03-08,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-03-15,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-03-22,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-03-29,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-04-05,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-04-12,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-04-19,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-04-26,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-05-03,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-05-10,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-05-17,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-05-24,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-05-31,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-06-07,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-06-14,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-06-21,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-06-28,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-07-05,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-07-12,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-07-19,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-07-26,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-08-02,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-08-09,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-08-16,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-08-23,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-08-30,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-09-06,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-09-13,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-09-20,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-09-27,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-10-04,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-10-11,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-10-18,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-10-25,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-11-01,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-11-08,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-11-15,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-11-22,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-11-29,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-12-06,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-12-13,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-12-20,NA,NA,NA,1,6805985,NA,NA
Indiana,2008-12-27,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-01-03,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-01-10,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-01-17,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-01-24,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-01-31,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-02-07,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-02-14,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-02-21,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-02-28,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-03-07,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-03-14,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-03-21,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-03-28,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-04-04,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-04-11,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-04-18,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-04-25,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-05-02,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-05-09,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-05-16,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-05-23,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-05-30,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-06-06,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-06-13,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-06-20,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-06-27,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-07-04,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-07-11,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-07-18,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-07-25,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-08-01,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-08-08,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-08-15,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-08-22,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-08-29,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-09-05,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-09-12,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-09-19,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-09-26,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-10-03,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-10-10,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-10-17,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-10-24,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-10-31,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-11-07,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-11-14,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-11-21,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-11-28,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-12-05,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-12-12,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-12-19,NA,NA,NA,1,6805985,NA,NA
Indiana,2009-12-26,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-01-02,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-01-09,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-01-16,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-01-23,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-01-30,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-02-06,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-02-13,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-02-20,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-02-27,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-03-06,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-03-13,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-03-20,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-03-27,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-04-03,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-04-10,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-04-17,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-04-24,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-05-01,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-05-08,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-05-15,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-05-22,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-05-29,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-06-05,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-06-12,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-06-19,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-06-26,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-07-03,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-07-10,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-07-17,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-07-24,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-07-31,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-08-07,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-08-14,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-08-21,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-08-28,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-09-04,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-09-11,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-09-18,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-09-25,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-10-02,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-10-09,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-10-16,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-10-23,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-10-30,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-11-06,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-11-13,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-11-20,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-11-27,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-12-04,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-12-11,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-12-18,NA,NA,NA,1,6805985,NA,NA
Indiana,2010-12-25,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-01-01,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-01-08,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-01-15,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-01-22,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-01-29,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-02-05,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-02-12,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-02-19,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-02-26,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-03-05,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-03-12,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-03-19,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-03-26,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-04-02,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-04-09,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-04-16,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-04-23,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-04-30,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-05-07,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-05-14,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-05-21,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-05-28,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-06-04,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-06-11,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-06-18,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-06-25,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-07-02,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-07-09,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-07-16,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-07-23,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-07-30,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-08-06,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-08-13,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-08-20,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-08-27,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-09-03,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-09-10,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-09-17,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-09-24,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-10-01,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-10-08,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-10-15,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-10-22,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-10-29,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-11-05,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-11-12,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-11-19,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-11-26,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-12-03,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-12-10,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-12-17,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-12-24,NA,NA,NA,1,6805985,NA,NA
Indiana,2011-12-31,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-01-07,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-01-14,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-01-21,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-01-28,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-02-04,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-02-11,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-02-18,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-02-25,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-03-03,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-03-10,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-03-17,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-03-24,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-03-31,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-04-07,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-04-14,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-04-21,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-04-28,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-05-05,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-05-12,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-05-19,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-05-26,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-06-02,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-06-09,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-06-16,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-06-23,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-06-30,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-07-07,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-07-14,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-07-21,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-07-28,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-08-04,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-08-11,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-08-18,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-08-25,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-09-01,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-09-08,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-09-15,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-09-22,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-09-29,NA,NA,NA,1,6805985,NA,NA
Indiana,2012-10-06,-1.1744760404331218,0,NA,1,6805985,0,0
Indiana,2012-10-13,-0.8983766011514638,0,NA,1,6805985,0,9.71445146547012e-17
Indiana,2012-10-20,-1.0348358690116333,0,NA,1,6805985,0,0
Indiana,2012-10-27,-1.0415633456980844,0,NA,1,6805985,0,0
Indiana,2012-11-03,-0.5695347041233764,0.19,NA,1,6805985,13,13
Indiana,2012-11-10,-0.7186481557604711,0.09,NA,1,6805985,6,6
Indiana,2012-11-17,-0.6037724594729246,0.17,NA,1,6805985,12,12
Indiana,2012-11-24,-0.6459352266978403,0.14,NA,1,6805985,10,10.000000000000002
Indiana,2012-12-01,-0.4999091626225614,0.24,NA,1,6805985,16,16
Indiana,2012-12-08,-0.407354013555833,0.31,NA,1,6805985,21,21
Indiana,2012-12-15,-0.3870917273984181,0.33,NA,1,6805985,22,22
Indiana,2012-12-22,0.0928396264168654,0.76,NA,1,6805985,52,52
Indiana,2012-12-29,0.426559798266511,1.14,NA,1,6805985,78,78
Indiana,2013-01-05,0.4416750839676394,1.16,NA,1,6805985,79,79
Indiana,2013-01-12,0.866866148478367,1.77,NA,1,6805985,120,120
Indiana,2013-01-19,1.5848761046448223,3.21,NA,1,6805985,218,218
Indiana,2013-01-26,2.0219634360336376,4.45,NA,1,6805985,303,303
Indiana,2013-02-02,2.005149409882803,4.39,NA,1,6805985,299,299
Indiana,2013-02-09,1.9076258777730604,4.09,NA,1,6805985,278,278
Indiana,2013-02-16,1.8927790565938376,4.05,NA,1,6805985,276,276
Indiana,2013-02-23,1.7250853672183821,3.58,NA,1,6805985,244,244
Indiana,2013-03-02,1.4290326697614189,2.85,NA,1,6805985,194,194
Indiana,2013-03-09,1.0290067897398452,2.04,NA,1,6805985,139,139
Indiana,2013-03-16,0.6558654533599892,1.44,NA,1,6805985,98,98
Indiana,2013-03-23,0.3716305017360481,1.07,NA,1,6805985,73,73
Indiana,2013-03-30,-0.35867911160047034,0.35,NA,1,6805985,24,24
Indiana,2013-04-06,-0.4474368866026009,0.28,NA,1,6805985,19,19
Indiana,2013-04-13,-1.0414331866050162,0,NA,1,6805985,0,0
Indiana,2013-04-20,-1.2752153182325985,0,NA,1,6805985,0,0
Indiana,2013-04-27,-1.1874684386625145,0,NA,1,6805985,0,0
Indiana,2013-05-04,-1.348126396286998,0,NA,1,6805985,0,0
Indiana,2013-05-11,-0.842125155245922,0.02,NA,1,6805985,1,1
Indiana,2013-05-18,-1.1720070705083676,0,NA,1,6805985,0,0
Indiana,2013-05-25,-1.3133311384661874,0,NA,1,6805985,0,0
Indiana,2013-06-01,-0.7716967340945755,0.06,NA,1,6805985,4,4
Indiana,2013-06-08,-1.3749578681287773,0,NA,1,6805985,0,0
Indiana,2013-06-15,-1.3538028937738056,0,NA,1,6805985,0,0
Indiana,2013-06-22,-1.6982820360020328,0,NA,1,6805985,0,0
Indiana,2013-06-29,-1.1778446890768226,0,NA,1,6805985,0,0
Indiana,2013-07-06,-1.3405239979435533,0,NA,1,6805985,0,1.214306433183765e-17
Indiana,2013-07-13,-1.9254780153692743,0,NA,1,6805985,0,0
Indiana,2013-07-20,-1.7356568504857712,0,NA,1,6805985,0,0
Indiana,2013-07-27,-1.785935847195847,0,NA,1,6805985,0,0
Indiana,2013-08-03,-2.00063284137441,0,NA,1,6805985,0,3.5575383784680614e-20
Indiana,2013-08-10,-2.0656222946990046,0,NA,1,6805985,0,0
Indiana,2013-08-17,-1.9110278762587287,0,NA,1,6805985,0,3.7947076036992655e-19
Indiana,2013-08-24,-1.6232343867577277,0,NA,1,6805985,0,0
Indiana,2013-08-31,-1.651753307063528,0,NA,1,6805985,0,0
Indiana,2013-09-07,-1.2978975592069968,0,NA,1,6805985,0,0
Indiana,2013-09-14,-1.5020302961717968,0,NA,1,6805985,0,0
Indiana,2013-09-21,-0.8964240553738677,0,NA,1,6805985,0,0
Indiana,2013-09-28,-0.5567583276072916,0.2,NA,1,6805985,14,14
Indiana,2013-10-05,-0.5794747929197503,0.18,NA,1,6805985,12,12
Indiana,2013-10-12,-0.16703156442993086,0.51,NA,1,6805985,35,35
Indiana,2013-10-19,-0.06972956681623572,0.6,NA,1,6805985,41,41
Indiana,2013-10-26,-0.25491670613306366,0.43,NA,1,6805985,29,29
Indiana,2013-11-02,0.07024060080291371,0.73,NA,1,6805985,50,50
Indiana,2013-11-09,-0.17111154607381235,0.51,NA,1,6805985,35,35
Indiana,2013-11-16,-0.30262989763834763,0.39,NA,1,6805985,27,27
Indiana,2013-11-23,-0.2015040614736579,0.48,NA,1,6805985,33,33
Indiana,2013-11-30,-0.17535072847698255,0.5,NA,1,6805985,34,34
Indiana,2013-12-07,-0.18877531797139885,0.49,NA,1,6805985,33,33
Indiana,2013-12-14,-0.28777430858910213,0.41,NA,1,6805985,28,28
Indiana,2013-12-21,-0.17148076624710437,0.5,NA,1,6805985,34,34
Indiana,2013-12-28,0.21961682536668392,0.89,NA,1,6805985,61,61
Indiana,2014-01-04,-0.2458149668459472,0.44,NA,1,6805985,30,30.000000000000004
Indiana,2014-01-11,-0.18591427265750723,0.49,NA,1,6805985,33,33
Indiana,2014-01-18,-0.3757625245082953,0.33,NA,1,6805985,22,22.000000000000004
Indiana,2014-01-25,0.019119864835752766,0.68,NA,1,6805985,46,46
Indiana,2014-02-01,0.1137849981852688,0.78,NA,1,6805985,53,53
Indiana,2014-02-08,0.016275969286598475,0.68,NA,1,6805985,46,46
Indiana,2014-02-15,-0.1927274984709324,0.49,NA,1,6805985,33,32.99999999999999
Indiana,2014-02-22,0.5353941151381867,1.28,NA,1,6805985,87,87
Indiana,2014-03-01,0.45518676469478053,1.17,NA,1,6805985,80,80
