location,n_forecasts,actual_mean,actual_std,model_median_mean,mean_bias_applied,date_range
Alabama,6,312.0,93.80120823671018,347.2370409127681,0.0,2025-12-06 to 2026-01-10
Alaska,6,36.5,20.467453839368165,35.974076445162275,0.0,2025-12-06 to 2026-01-10
Arizona,6,251.83333333333334,72.59342639354857,290.90329216006535,0.0,2025-12-06 to 2026-01-10
Arkansas,6,185.66666666666666,44.447222135422095,335.26774650619706,0.0,2025-12-06 to 2026-01-10
California,6,1584.6666666666667,137.80259633096742,2434.6325560121973,0.0,2025-12-06 to 2026-01-10
Colorado,6,336.1666666666667,250.7212374109718,208.31425684445983,0.0,2025-12-06 to 2026-01-10
Connecticut,6,291.3333333333333,258.9264159735134,160.0221442116427,0.0,2025-12-06 to 2026-01-10
Delaware,6,122.66666666666667,56.63234254577699,92.92993629150072,0.0,2025-12-06 to 2026-01-10
District of Columbia,6,48.166666666666664,36.429917497695335,43.030012142094854,0.0,2025-12-06 to 2026-01-10
Florida,6,1926.0,440.9387712596841,2235.117978191917,0.0,2025-12-06 to 2026-01-10
Georgia,6,559.0,354.6307939251751,701.2475641388,0.0,2025-12-06 to 2026-01-10
Hawaii,6,56.166666666666664,31.066684549351073,79.1440733189148,0.0,2025-12-06 to 2026-01-10
Idaho,6,132.66666666666666,51.383092766222454,60.45571535492042,0.0,2025-12-06 to 2026-01-10
Illinois,6,877.0,431.8410201297078,962.1616082112183,0.0,2025-12-06 to 2026-01-10
Indiana,6,486.6666666666667,217.92786778095993,682.5406411787982,0.0,2025-12-06 to 2026-01-10
Iowa,6,260.1666666666667,58.28212037628312,229.91596112854157,0.0,2025-12-06 to 2026-01-10
Kansas,6,236.0,58.14063409813599,195.8226412141529,0.0,2025-12-06 to 2026-01-10
Kentucky,6,350.5,137.8160005224357,329.27843260762705,0.0,2025-12-06 to 2026-01-10
Louisiana,6,386.5,133.53994408665395,343.73471471185104,0.0,2025-12-06 to 2026-01-10
Maine,6,123.83333333333333,68.60616266455628,67.34827888626064,0.0,2025-12-06 to 2026-01-10
Maryland,6,336.0,269.03655265905167,346.81438456359956,0.0,2025-12-06 to 2026-01-10
Massachusetts,6,517.5,389.04701943766815,379.26614748352637,0.0,2025-12-06 to 2026-01-10
Michigan,6,620.3333333333334,357.83500232493867,799.2224114594245,0.0,2025-12-06 to 2026-01-10
Minnesota,6,482.1666666666667,312.12840128525454,266.0500955530197,0.0,2025-12-06 to 2026-01-10
Mississippi,6,156.33333333333334,41.0149024407254,198.6752206262844,0.0,2025-12-06 to 2026-01-10
Missouri,6,527.3333333333334,199.0558268984413,978.9001307098946,0.0,2025-12-06 to 2026-01-10
Montana,6,92.16666666666667,33.383711929955034,89.38215049969699,0.0,2025-12-06 to 2026-01-10
Nebraska,6,149.16666666666666,26.89124186215447,73.25542194927242,0.0,2025-12-06 to 2026-01-10
Nevada,6,145.0,59.38293806585637,164.80199089751167,0.0,2025-12-06 to 2026-01-10
New Hampshire,6,145.33333333333334,90.30811456096045,43.030895022568984,0.0,2025-12-06 to 2026-01-10
New Jersey,6,743.5,542.6836862605447,702.4706923392158,0.0,2025-12-06 to 2026-01-10
New Mexico,6,197.0,104.67568963231147,163.24712546042815,0.0,2025-12-06 to 2026-01-10
New York,6,1448.3333333333333,1267.9458015055518,968.4353833584173,0.0,2025-12-06 to 2026-01-10
North Carolina,6,938.8333333333334,722.7423276813266,676.9722744790196,0.0,2025-12-06 to 2026-01-10
North Dakota,6,88.5,37.65523425324382,57.87301358053326,0.0,2025-12-06 to 2026-01-10
Ohio,6,1006.3333333333334,507.8079251930684,1447.891756325571,0.0,2025-12-06 to 2026-01-10
Oklahoma,6,187.33333333333334,33.70295074453999,336.3656070748691,0.0,2025-12-06 to 2026-01-10
Oregon,6,260.1666666666667,85.0596196140618,183.42467082921473,0.0,2025-12-06 to 2026-01-10
Pennsylvania,6,1737.0,870.8247049014323,1653.934370652504,0.0,2025-12-06 to 2026-01-10
Puerto Rico,6,257.3333333333333,78.99085741752367,162.59496232477318,0.0,2025-12-06 to 2026-01-10
Rhode Island,6,107.0,91.19393254670693,38.077632619178495,0.0,2025-12-06 to 2026-01-10
South Carolina,6,402.6666666666667,249.71895313643208,412.27485848702554,0.0,2025-12-06 to 2026-01-10
South Dakota,6,70.5,17.55704986607944,65.21390620577847,0.0,2025-12-06 to 2026-01-10
Tennessee,6,445.3333333333333,201.6586775277033,472.16558366476016,0.0,2025-12-06 to 2026-01-10
Texas,6,1511.8333333333333,410.95231542790407,2066.1025468731245,0.0,2025-12-06 to 2026-01-10
US,6,22901.666666666668,10051.21884261915,23617.545718504454,0.0,2025-12-06 to 2026-01-10
Utah,6,125.16666666666667,68.11122439722317,129.57822535804362,0.0,2025-12-06 to 2026-01-10
Vermont,6,36.5,12.379418403139947,23.562798028218065,0.0,2025-12-06 to 2026-01-10
Virginia,6,588.6666666666666,310.2201727089255,490.43238061360876,0.0,2025-12-06 to 2026-01-10
Washington,6,270.5,53.82301242653245,306.9341971493146,0.0,2025-12-06 to 2026-01-10
West Virginia,6,190.5,28.59924241420857,243.9006268289613,0.0,2025-12-06 to 2026-01-10
Wisconsin,6,519.5,283.9570096569784,396.64677731216494,0.0,2025-12-06 to 2026-01-10
Wyoming,6,31.0,18.973665961010276,54.73433434277094,0.0,2025-12-06 to 2026-01-10
