location,n_forecasts,actual_mean,actual_std,model_median_mean,mean_bias_applied,date_range
Alabama,9,305.44444444444446,120.93810272762686,342.591930761894,0.0,2025-12-06 to 2026-01-31
Alabama,5,215.8,115.57923688967666,360.83932994583535,0.0,2026-01-10 to 2026-02-07
Alabama,5,312.4,67.8781260790249,346.6378982356636,0.0,2026-01-17 to 2026-02-14
Alaska,9,40.333333333333336,24.62158041682585,41.408103888272784,0.0,2025-12-06 to 2026-01-31
Alaska,5,21.0,11.04536101718726,32.93977644391492,0.0,2026-01-10 to 2026-02-07
Alaska,5,18.0,7.797435475847171,26.504102773856555,0.0,2026-01-17 to 2026-02-14
Arizona,9,226.44444444444449,90.48893254746818,279.31622699873446,0.0,2025-12-06 to 2026-01-31
Arizona,5,272.4,96.54760483823512,188.7848543131932,0.0,2026-01-10 to 2026-02-07
Arizona,5,311.2,74.3004710617638,220.69218109860623,0.0,2026-01-17 to 2026-02-14
Arkansas,9,182.3333333333333,63.18930992572152,198.07797175158808,0.0,2025-12-06 to 2026-01-31
Arkansas,5,171.8,21.122499852053497,234.08555945656408,0.0,2026-01-10 to 2026-02-07
Arkansas,5,189.4,26.15033460588984,237.18588041019763,0.0,2026-01-17 to 2026-02-14
California,9,1321.111111111111,436.2541166808488,1494.5094272013434,0.0,2025-12-06 to 2026-01-31
California,5,1667.8,214.735558303696,1669.7540602707718,0.0,2026-01-10 to 2026-02-07
California,5,1767.2,289.10441020503305,1695.403532940666,0.0,2026-01-17 to 2026-02-14
Colorado,9,403.77777777777777,259.020281392866,350.6458469426682,0.0,2025-12-06 to 2026-01-31
Colorado,5,167.6,56.67662657568815,263.9094239724662,0.0,2026-01-10 to 2026-02-07
Colorado,5,137.0,26.615784790233032,189.31502054287168,0.0,2026-01-17 to 2026-02-14
Connecticut,9,339.22222222222223,245.67629007735533,245.12624339556072,0.0,2025-12-06 to 2026-01-31
Connecticut,5,105.4,73.04957220956192,182.88195760172056,0.0,2026-01-10 to 2026-02-07
Connecticut,5,63.6,32.751183184733954,108.56172998726576,0.0,2026-01-17 to 2026-02-14
Delaware,9,120.55555555555556,61.97331165933196,95.7704727821302,0.0,2025-12-06 to 2026-01-31
Delaware,5,77.4,37.44115382837447,97.59484401234124,0.0,2026-01-10 to 2026-02-07
Delaware,5,56.4,28.08273490954896,72.76269975132352,0.0,2026-01-17 to 2026-02-14
District of Columbia,9,51.888888888888886,34.24241828312573,53.92891987880464,0.0,2025-12-06 to 2026-01-31
District of Columbia,5,21.6,17.2580416038437,40.610117652569954,0.0,2026-01-10 to 2026-02-07
District of Columbia,5,12.8,10.49571341072154,28.001445934553526,0.0,2026-01-17 to 2026-02-14
Florida,9,1798.5555555555557,502.4186194159234,1870.5538159620205,0.0,2025-12-06 to 2026-01-31
Florida,5,1779.0,219.30161878107512,1972.630612679483,0.0,2026-01-10 to 2026-02-07
Florida,5,1822.0,319.5790981901038,1677.3751771471557,0.0,2026-01-17 to 2026-02-14
Georgia,9,637.8888888888889,402.1269684632356,592.8493366225919,0.0,2025-12-06 to 2026-01-31
Georgia,5,359.4,31.87851941354868,432.11418516433525,0.0,2026-01-10 to 2026-02-07
Georgia,5,366.4,36.89227561428002,407.3521133326957,0.0,2026-01-17 to 2026-02-14
Hawaii,9,64.33333333333333,28.17406214548725,69.08344908930638,0.0,2025-12-06 to 2026-01-31
Hawaii,5,34.8,11.05260150371848,49.92561745734717,0.0,2026-01-10 to 2026-02-07
Hawaii,5,28.6,9.520504188329523,35.93294480160169,0.0,2026-01-17 to 2026-02-14
Idaho,9,128.44444444444446,61.752392866117816,93.97621502869563,0.0,2025-12-06 to 2026-01-31
Idaho,5,104.0,8.648699324175862,86.51466472668453,0.0,2026-01-10 to 2026-02-07
Idaho,5,105.0,6.228964600958975,75.07176082924174,0.0,2026-01-17 to 2026-02-14
Illinois,9,843.8888888888889,461.2093871176433,737.2052734388352,0.0,2025-12-06 to 2026-01-31
Illinois,5,588.8,85.2933760616849,690.5306777548449,0.0,2026-01-10 to 2026-02-07
Illinois,5,553.4,41.76888794306116,595.9652402744584,0.0,2026-01-17 to 2026-02-14
Indiana,9,459.22222222222223,222.71744819029124,524.1067761647063,0.0,2025-12-06 to 2026-01-31
Indiana,5,329.2,40.12679902509045,424.5956135110866,0.0,2026-01-10 to 2026-02-07
Indiana,5,306.2,35.6,340.7170115213561,0.0,2026-01-17 to 2026-02-14
Iowa,9,215.66666666666663,96.8916921103146,173.3216668660691,0.0,2025-12-06 to 2026-01-31
Iowa,5,230.0,19.43193248238579,168.06398468239826,0.0,2026-01-10 to 2026-02-07
Iowa,5,214.0,24.99599967994879,172.42845127784275,0.0,2026-01-17 to 2026-02-14
Kansas,9,201.5555555555556,88.96080424185712,160.46021136678888,0.0,2025-12-06 to 2026-01-31
Kansas,5,197.2,10.244998779892558,190.92373178868465,0.0,2026-01-10 to 2026-02-07
Kansas,5,202.4,12.90891165048394,169.1270862502985,0.0,2026-01-17 to 2026-02-14
Kentucky,9,331.6666666666667,157.91066391405545,339.06701263298123,0.0,2025-12-06 to 2026-01-31
Kentucky,5,252.6,39.97299088134387,338.1018410780463,0.0,2026-01-10 to 2026-02-07
Kentucky,5,241.6,40.33162530818712,267.27887062864085,0.0,2026-01-17 to 2026-02-14
