reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.01,88.03780092533376
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.025,102.63860386268009
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.05,122.11349004736516
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.1,165.97085385033824
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.15,200.47202917630648
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.2,231.1155009549201
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.25,266.73992979814005
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.3,296.461337766788
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.35,328.30731360661116
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.4,358.792554151096
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.45,388.30516295077507
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.5,414.21984438166896
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.55,438.85398435645584
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.6,462.4491906705759
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.65,492.54553604661226
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.7,522.0437980853073
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.75,544.5852795776917
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.8,571.15212507769
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.85,624.4761196302495
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.9,721.5950390140156
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.95,893.054795683042
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.975,1000.4920065765783
2025-12-20,wk inc flu hosp,0,2025-12-27,01,quantile,0.99,1086.4260398314912
2025-12-20,wk inc flu hosp,0,2025-12-27,02,quantile,0.01,5.1407801837256875
2025-12-20,wk inc flu hosp,0,2025-12-27,02,quantile,0.025,7.901317775457939
2025-12-20,wk inc flu hosp,0,2025-12-27,02,quantile,0.05,11.924343715221273
2025-12-20,wk inc flu hosp,0,2025-12-27,02,quantile,0.1,16.20255433162319
2025-12-20,wk inc flu hosp,0,2025-12-27,02,quantile,0.15,17.775290872076294
2025-12-20,wk inc flu hosp,0,2025-12-27,02,quantile,0.2,20.278226062646482
2025-12-20,wk inc flu hosp,0,2025-12-27,02,quantile,0.25,22.79544746783722
2025-12-20,wk inc flu hosp,0,2025-12-27,02,quantile,0.3,25.806385114317255
2025-12-20,wk inc flu hosp,0,2025-12-27,02,quantile,0.35,28.36626595158451
2025-12-20,wk inc flu hosp,0,2025-12-27,02,quantile,0.4,30.65786139032308
2025-12-20,wk inc flu hosp,0,2025-12-27,02,quantile,0.45,32.79342934631998
2025-12-20,wk inc flu hosp,0,2025-12-27,02,quantile,0.5,35.00567842616113
2025-12-20,wk inc flu hosp,0,2025-12-27,02,quantile,0.55,37.75739970965831
2025-12-20,wk inc flu hosp,0,2025-12-27,02,quantile,0.6,40.76302127321627
