date,location_name,ili
1997-10-04,US,-0.2742723406359818
1997-10-11,US,-0.1697889062737752
1997-10-18,US,-0.2409155160504047
1997-10-25,US,-0.39283081364972944
1997-11-01,US,-0.20088831101463056
1997-11-08,US,-0.16462240851574902
1997-11-15,US,0.01783265030124724
1997-11-22,US,0.1991557384556555
1997-11-29,US,0.2269524656465402
1997-12-06,US,0.1749599401657325
1997-12-13,US,0.29372219914550984
1997-12-20,US,0.5574269268384596
1997-12-27,US,1.0566958787182221
1998-01-03,US,1.2553558926800756
1998-01-10,US,1.2224309120504169
1998-01-17,US,1.247922006855426
1998-01-24,US,1.560830768583888
1998-01-31,US,1.6402725544936791
1998-02-07,US,1.6147328349215915
1998-02-14,US,1.3094575627751082
1998-02-21,US,1.0332423151434125
1998-02-28,US,0.576372920959659
1998-03-07,US,0.011038898842100006
1998-03-14,US,0.05692235549828156
1998-03-21,US,-0.4787537522443066
1998-03-28,US,-0.6293303721508601
1998-04-04,US,-1.1536468403986535
1998-04-11,US,-0.8802455783712729
1998-04-18,US,-1.354822065200252
1998-04-25,US,-1.2858096971724482
1998-05-02,US,-1.2405564520387344
1998-05-09,US,-1.4262574638392445
1998-05-16,US,-1.4357130480226061
1998-05-23,US,-1.3941274118890725
1998-05-30,US,-1.8496560164487341
1998-06-06,US,-1.8496560164487341
1998-06-13,US,-1.8496560164487341
1998-06-20,US,-1.8496560164487341
1998-06-27,US,-1.8496560164487341
1998-07-04,US,-1.8496560164487341
1998-07-11,US,-1.8496560164487341
1998-07-18,US,-1.8496560164487341
1998-07-25,US,-1.8496560164487341
1998-08-01,US,-1.8496560164487341
1998-08-08,US,-1.8496560164487341
1998-08-15,US,-1.8496560164487341
1998-08-22,US,-1.8496560164487341
1998-08-29,US,-1.8496560164487341
1998-09-05,US,-1.8496560164487341
1998-09-12,US,-1.8496560164487341
1998-09-19,US,-1.8496560164487341
1998-09-26,US,-1.8496560164487341
1998-10-03,US,-1.8496560164487341
1998-10-10,US,-1.2332575910920895
1998-10-17,US,-1.0807455884293782
1998-10-24,US,-0.79114087567817
1998-10-31,US,-0.4130918840639469
1998-11-07,US,-0.5965422943126066
1998-11-14,US,-0.6210710965948729
1998-11-21,US,-0.4057050250848186
1998-11-28,US,0.024627224936648127
1998-12-05,US,-0.4038617798607342
1998-12-12,US,-0.3654578730400731
1998-12-19,US,-0.34736146012951924
1998-12-26,US,0.062026152488783515
1999-01-02,US,0.3347616682454744
1999-01-09,US,0.3222148003086332
1999-01-16,US,0.8004644815313504
1999-01-23,US,1.2296326752130735
1999-01-30,US,1.354822065200252
1999-02-06,US,1.6877282065671406
1999-02-13,US,1.666929343601167
1999-02-20,US,1.5782915556104151
1999-02-27,US,1.4123087246538146
1999-03-06,US,1.3380065275264907
1999-03-13,US,0.9796968684699743
1999-03-20,US,0.7122866924703611
1999-03-27,US,0.49596557499581934
1999-04-03,US,-0.06372777069334803
1999-04-10,US,-0.8288636403355353
1999-04-17,US,-1.3763956080359525
1999-04-24,US,-1.5005621986860445
1999-05-01,US,-1.372029673376142
1999-05-08,US,-1.5164571637554527
1999-05-15,US,-1.4698628016892477
1999-05-22,US,-1.4599313466482708
1999-05-29,US,-1.8496560164487341
1999-06-05,US,-1.8496560164487341
1999-06-12,US,-1.8496560164487341
1999-06-19,US,-1.8496560164487341
1999-06-26,US,-1.8496560164487341
1999-07-03,US,-1.8496560164487341
1999-07-10,US,-1.8496560164487341
1999-07-17,US,-1.8496560164487341
1999-07-24,US,-1.8496560164487341
1999-07-31,US,-1.8496560164487341
1999-08-07,US,-1.8496560164487341
1999-08-14,US,-1.8496560164487341
1999-08-21,US,-1.8496560164487341
1999-08-28,US,-1.8496560164487341
1999-09-04,US,-1.8496560164487341
1999-09-11,US,-1.8496560164487341
1999-09-18,US,-1.8496560164487341
1999-09-25,US,-1.8496560164487341
1999-10-02,US,-1.8496560164487341
1999-10-09,US,-0.658584526909766
1999-10-16,US,-0.513325603112127
1999-10-23,US,-0.7254806988601663
1999-10-30,US,-0.594514537903248
1999-11-06,US,-0.3150679964024766
1999-11-13,US,-0.23567401261272236
1999-11-20,US,-0.15774054947540964
1999-11-27,US,0.23567401261272236
1999-12-04,US,0.27074733768615755
1999-12-11,US,0.6819707404310388
1999-12-18,US,0.9579739773757994
